landmarks,label
"0.5642067790031433,0.7155295610427856,-3.9212588376358326e-07,0.5684781074523926,0.5860829949378967,0.003133155172690749,0.5305473208427429,0.46587252616882324,-0.006595560349524021,0.4674729108810425,0.41312795877456665,-0.016115054488182068,0.4252949357032776,0.4219875931739807,-0.023156531155109406,0.5438806414604187,0.36679184436798096,-0.027393048629164696,0.4437500238418579,0.3531740605831146,-0.045880258083343506,0.45474547147750854,0.4142535626888275,-0.05086987465620041,0.4787369966506958,0.4236479103565216,-0.053008608520030975,0.5198752284049988,0.4163551330566406,-0.03841743618249893,0.419634073972702,0.4185481071472168,-0.052062440663576126,0.43818479776382446,0.473171204328537,-0.04432440176606178,0.46426746249198914,0.48070818185806274,-0.03990954905748367,0.4917078912258148,0.4799785614013672,-0.048515159636735916,0.40467193722724915,0.4963834285736084,-0.055932603776454926,0.42654964327812195,0.5482747554779053,-0.04022139310836792,0.4530271887779236,0.5524888634681702,-0.03221834823489189,0.4627772569656372,0.5530670881271362,-0.05878612771630287,0.4015655815601349,0.5696358680725098,-0.06456566601991653,0.4219599962234497,0.6116620302200317,-0.055710840970277786,0.44509220123291016,0.6177452802658081,-0.048936884850263596",Fist
"0.5100892782211304,0.7307764291763306,-4.1794052663135517e-07,0.5367014408111572,0.6015915870666504,0.01033040415495634,0.5263972878456116,0.4794780910015106,0.005337004084140062,0.4827766418457031,0.4066035747528076,-0.001592079526744783,0.44352689385414124,0.39621585607528687,-0.007345021236687899,0.538992166519165,0.3867638111114502,-0.01674947701394558,0.45752158761024475,0.3290445804595947,-0.02937222272157669,0.45355045795440674,0.38750019669532776,-0.03257477283477783,0.4706905782222748,0.4146888256072998,-0.03400922939181328,0.5056115388870239,0.4164934754371643,-0.029571188613772392,0.42356425523757935,0.38945019245147705,-0.036964885890483856,0.42853784561157227,0.44762930274009705,-0.030208159238100052,0.45082712173461914,0.46893396973609924,-0.027050307020545006,0.4684034585952759,0.463396817445755,-0.04071338102221489,0.3980616331100464,0.4537849724292755,-0.043283406645059586,0.40657541155815125,0.5077356100082397,-0.030281906947493553,0.4292881488800049,0.5231580138206482,-0.024524904787540436,0.4298345148563385,0.5189176797866821,-0.051502373069524765,0.38154470920562744,0.5160309076309204,-0.05354641377925873,0.3915441036224365,0.561914324760437,-0.044404078274965286,0.40966710448265076,0.5781862139701843,-0.03751488775014877",Fist
"0.46285131573677063,0.7062003016471863,-3.3977585189859383e-07,0.5083819031715393,0.5889989137649536,0.01576378382742405,0.5146809220314026,0.4802720844745636,0.013447833247482777,0.4856189489364624,0.4021851122379303,0.007044772617518902,0.45185479521751404,0.3777942359447479,0.0005716693121939898,0.5317850112915039,0.39237064123153687,-0.007336112670600414,0.4725205898284912,0.3065560758113861,-0.016294416040182114,0.4609311521053314,0.3564023971557617,-0.018907146528363228,0.4699723422527313,0.40163037180900574,-0.019617099314928055,0.49284857511520386,0.3975716829299927,-0.021379053592681885,0.4351365268230438,0.36126887798309326,-0.022048689424991608,0.43082231283187866,0.41618597507476807,-0.01685008592903614,0.4466029405593872,0.45200279355049133,-0.01570296287536621,0.4484421908855438,0.42323294281959534,-0.0332396924495697,0.4034854471683502,0.41205793619155884,-0.031132783740758896,0.4025259017944336,0.4618886411190033,-0.021991368383169174,0.41866952180862427,0.4918602705001831,-0.019507212564349174,0.40145349502563477,0.4566601514816284,-0.044407106935977936,0.3757721185684204,0.45872482657432556,-0.04318749159574509,0.37755492329597473,0.5069068670272827,-0.03481191769242287,0.38889002799987793,0.5321177840232849,-0.028528258204460144",Fist
"0.4477362334728241,0.6930598020553589,-2.5671070602584223e-07,0.5011463165283203,0.5864120721817017,0.013945999555289745,0.5136653780937195,0.4812467396259308,0.012460327707231045,0.48433375358581543,0.40934234857559204,0.007953425869345665,0.44965100288391113,0.3858407139778137,0.002456005895510316,0.5199904441833496,0.3928990960121155,-0.008410630747675896,0.4776838421821594,0.3123379945755005,-0.012748838402330875,0.46682924032211304,0.3580050468444824,-0.013860608451068401,0.47241541743278503,0.40612661838531494,-0.014160114340484142,0.4741058945655823,0.39662858843803406,-0.019597796723246574,0.43657049536705017,0.36162447929382324,-0.014255003072321415,0.43166568875312805,0.4130593538284302,-0.008660380728542805,0.44140806794166565,0.4528048038482666,-0.008211147040128708,0.42724406719207764,0.4226638078689575,-0.028023632243275642,0.40233996510505676,0.4129042625427246,-0.02241384983062744,0.4016188085079193,0.4597461521625519,-0.014110779389739037,0.411782443523407,0.4942232668399811,-0.012379051186144352,0.3809153437614441,0.4569379389286041,-0.03529936447739601,0.3706032931804657,0.4507999122142792,-0.030601976439356804,0.3734225630760193,0.49816492199897766,-0.01942276768386364,0.380646288394928,0.52898770570755,-0.01139647513628006",Fist
"0.4461768865585327,0.6996686458587646,-2.9180401384110155e-07,0.49794840812683105,0.5943724513053894,0.01771768555045128,0.5121304392814636,0.49102213978767395,0.018070461228489876,0.48678871989250183,0.41761741042137146,0.015016459859907627,0.454084187746048,0.39233291149139404,0.010647625662386417,0.5168357491493225,0.3957284092903137,-0.006735149770975113,0.4738348722457886,0.31803321838378906,-0.008507157675921917,0.4629431664943695,0.36204394698143005,-0.00745850894600153,0.46796539425849915,0.409233957529068,-0.006370050832629204,0.47148874402046204,0.3996214270591736,-0.018909135833382607,0.43455612659454346,0.3671910762786865,-0.010829959996044636,0.42963752150535583,0.4178200364112854,-0.0038551001343876123,0.4390195608139038,0.457339346408844,-0.0028633547481149435,0.4252438545227051,0.4266727566719055,-0.027661800384521484,0.4016573131084442,0.4168909788131714,-0.019710751250386238,0.400695264339447,0.4630923569202423,-0.010859175585210323,0.41045522689819336,0.4981924295425415,-0.009227165021002293,0.37913691997528076,0.46194329857826233,-0.03489786759018898,0.3697753846645355,0.45415520668029785,-0.028353551402688026,0.3724626898765564,0.5014742612838745,-0.01658577471971512,0.37960296869277954,0.5330368876457214,-0.008365641348063946",Fist
"0.4613285958766937,0.7170276045799255,-2.9894101771787973e-07,0.504203736782074,0.5934472680091858,0.013468530960381031,0.5056087970733643,0.47932499647140503,0.010274707339704037,0.4706798791885376,0.40536224842071533,0.0034974119625985622,0.4338880181312561,0.38720542192459106,-0.0032633456867188215,0.5184249877929688,0.3947042226791382,-0.0074311611242592335,0.4574667513370514,0.3174578547477722,-0.016394685953855515,0.44752851128578186,0.3712388277053833,-0.01913386397063732,0.4583941698074341,0.4140668511390686,-0.019881783053278923,0.47924715280532837,0.4063456058502197,-0.020390190184116364,0.42241916060447693,0.3766498863697052,-0.021266622468829155,0.42006364464759827,0.43049120903015137,-0.0165493693202734,0.4361857771873474,0.4635840952396393,-0.015337462536990643,0.4354831874370575,0.43729373812675476,-0.031410086899995804,0.3930682837963104,0.4303252100944519,-0.029991012066602707,0.393799364566803,0.4787680506706238,-0.021871311590075493,0.40972042083740234,0.5073400735855103,-0.019368257373571396,0.3898561894893646,0.475738525390625,-0.04180338978767395,0.36693283915519714,0.4791872203350067,-0.04031438007950783,0.3699851930141449,0.5266527533531189,-0.03184032812714577,0.38105103373527527,0.5515168905258179,-0.025159446522593498",Fist
"0.6245700120925903,0.6906692385673523,-5.431329554994591e-07,0.5264204144477844,0.6409305334091187,-0.004296364728361368,0.46409356594085693,0.5722258687019348,-0.017582306638360023,0.42344027757644653,0.5179876685142517,-0.03452257066965103,0.42590248584747314,0.47803181409835815,-0.04534846916794777,0.5154014229774475,0.3683815002441406,5.069338294561021e-05,0.43704134225845337,0.4155502915382385,-0.028584716841578484,0.4582638442516327,0.484213262796402,-0.044896505773067474,0.480814129114151,0.4715218245983124,-0.05561870336532593,0.5429070591926575,0.37806251645088196,-0.01445333193987608,0.4510701894760132,0.46731194853782654,-0.04417680948972702,0.4769236743450165,0.5274043679237366,-0.0463847853243351,0.5025243163108826,0.5049479603767395,-0.044985201209783554,0.5631338953971863,0.4173027276992798,-0.03305073082447052,0.47521018981933594,0.5179884433746338,-0.05695146322250366,0.4983747899532318,0.5696022510528564,-0.043616198003292084,0.5233594179153442,0.5459110736846924,-0.032275620847940445,0.5742184519767761,0.47859176993370056,-0.05385686829686165,0.5030259490013123,0.5679317712783813,-0.06679436564445496,0.5209539532661438,0.6008138656616211,-0.059432096779346466,0.5460618734359741,0.5821151733398438,-0.05164264515042305",Fist
"0.6642455458641052,0.5826088190078735,-4.623720428753586e-07,0.6007540225982666,0.5867694020271301,-0.02804790437221527,0.5358240008354187,0.5499131083488464,-0.04859798774123192,0.49180567264556885,0.5061876177787781,-0.06740985810756683,0.510465681552887,0.46146807074546814,-0.07866067439317703,0.539130687713623,0.3333800435066223,-0.016640661284327507,0.5013185143470764,0.38659828901290894,-0.048812638968229294,0.522675633430481,0.45566052198410034,-0.06266918033361435,0.5377277731895447,0.44923949241638184,-0.07021797448396683,0.5762790441513062,0.30876708030700684,-0.01830735057592392,0.5413506031036377,0.41662415862083435,-0.04887774959206581,0.564622700214386,0.4889143705368042,-0.04749950021505356,0.5775867700576782,0.45892247557640076,-0.03972133249044418,0.6170833110809326,0.3229227364063263,-0.026710135862231255,0.5866060853004456,0.4465382397174835,-0.05278925970196724,0.6032384037971497,0.5077154636383057,-0.039962492883205414,0.6146709322929382,0.4766492545604706,-0.02607220783829689,0.6541917324066162,0.35685253143310547,-0.03955124691128731,0.628619909286499,0.47577109932899475,-0.05508551746606827,0.6392688155174255,0.5159145593643188,-0.05186055600643158,0.6498799324035645,0.4879320561885834,-0.045026104897260666",Fist
"0.6971267461776733,0.5607336163520813,-2.720807685818727e-07,0.628700315952301,0.5881870985031128,-0.03465757519006729,0.5747774839401245,0.6120644807815552,-0.06860747188329697,0.5393284559249878,0.6349568367004395,-0.09742438048124313,0.5557204484939575,0.6110872030258179,-0.12006673961877823,0.5411856174468994,0.39631810784339905,-0.05998274311423302,0.5386662483215332,0.5373595952987671,-0.09132668375968933,0.5666683316230774,0.5733250379562378,-0.10184220969676971,0.5715672373771667,0.5430957078933716,-0.10897618532180786,0.5917547345161438,0.37498316168785095,-0.06237239018082619,0.5862297415733337,0.563998818397522,-0.08851674944162369,0.6072903871536255,0.5913928747177124,-0.0837634950876236,0.603487491607666,0.5385793447494507,-0.07948600500822067,0.6446636915206909,0.3885171413421631,-0.06830137223005295,0.6365840435028076,0.5757208466529846,-0.08664970099925995,0.6455679535865784,0.5940158367156982,-0.0657840147614479,0.6442333459854126,0.548937976360321,-0.05165211111307144,0.6898810863494873,0.4242521822452545,-0.07928981631994247,0.6807658672332764,0.5803040862083435,-0.09474678337574005,0.6847133040428162,0.5837596654891968,-0.08774559199810028,0.6836156249046326,0.5364457368850708,-0.07988659292459488",Fist
"0.6902123093605042,0.5645668506622314,-4.0917765886661073e-07,0.6230564713478088,0.6048482060432434,-0.04244370013475418,0.5584845542907715,0.6336270570755005,-0.07256913930177689,0.5134193301200867,0.6476013660430908,-0.09562625735998154,0.5258316397666931,0.5978195667266846,-0.11158479005098343,0.5452455282211304,0.418623149394989,-0.060916077345609665,0.5557153224945068,0.5790673494338989,-0.0912294015288353,0.5792438983917236,0.6179794073104858,-0.10291803628206253,0.5828386545181274,0.5835537910461426,-0.11135371774435043,0.600561261177063,0.3952348232269287,-0.057944681495428085,0.6031105518341064,0.5919793844223022,-0.0846143290400505,0.6177952885627747,0.6198529005050659,-0.0825827494263649,0.613864004611969,0.567894697189331,-0.08109527826309204,0.6548639535903931,0.40573692321777344,-0.05909926816821098,0.6525943875312805,0.594995379447937,-0.08326268196105957,0.6586087346076965,0.6121433973312378,-0.0670754611492157,0.6574539542198181,0.565848708152771,-0.05462198331952095,0.70126873254776,0.434717059135437,-0.06542380154132843,0.6965503096580505,0.5806635618209839,-0.08539028465747833,0.6983063220977783,0.5903894901275635,-0.08071351051330566,0.6970462203025818,0.5511272549629211,-0.07413602620363235",Fist
"0.6761487722396851,0.59132981300354,-4.1665012417979597e-07,0.6067774891853333,0.6215063333511353,-0.03569866344332695,0.5426923036575317,0.6271864175796509,-0.05674642324447632,0.5006563663482666,0.6224253177642822,-0.07178214937448502,0.49694985151290894,0.5818620324134827,-0.08009141683578491,0.5404421091079712,0.4370112419128418,-0.044978830963373184,0.537498950958252,0.591953456401825,-0.07337480038404465,0.5629339218139648,0.6236096024513245,-0.08672398328781128,0.5686212778091431,0.5886818766593933,-0.09573419392108917,0.59093177318573,0.4164799749851227,-0.04340197145938873,0.5858830213546753,0.6174378395080566,-0.06786856800317764,0.6060567498207092,0.631227970123291,-0.06852051615715027,0.6044266223907471,0.57663893699646,-0.06848884373903275,0.6435994505882263,0.4308207631111145,-0.04618774726986885,0.6384340524673462,0.6250877380371094,-0.06864821910858154,0.6476567387580872,0.6291629672050476,-0.05620097368955612,0.6475521922111511,0.5842273831367493,-0.04587968438863754,0.6916698217391968,0.46372365951538086,-0.053453847765922546,0.6845656633377075,0.6114629507064819,-0.07295671850442886,0.6857478022575378,0.6084592938423157,-0.07050932943820953,0.6832801699638367,0.565648078918457,-0.06494412571191788",Fist
"0.6796448826789856,0.6113765835762024,-3.689539767037786e-07,0.595842182636261,0.6146305799484253,-0.012581451795995235,0.5234678983688354,0.5975052118301392,-0.026316694915294647,0.47638633847236633,0.5903942584991455,-0.038619328290224075,0.454359769821167,0.5749115347862244,-0.04572688788175583,0.5149065256118774,0.43027374148368835,-0.02733147144317627,0.4788323938846588,0.5915079116821289,-0.05255502834916115,0.5132880806922913,0.6206139326095581,-0.0654517412185669,0.5325889587402344,0.5804644227027893,-0.07410892844200134,0.556756854057312,0.4301958680152893,-0.036831751465797424,0.5176159143447876,0.6307580471038818,-0.056207869201898575,0.5504100918769836,0.637421190738678,-0.05651930347084999,0.5634356737136841,0.5884748101234436,-0.057580724358558655,0.602672815322876,0.46534597873687744,-0.04857594147324562,0.5645065903663635,0.6556760668754578,-0.06367676705121994,0.5902495980262756,0.6565701961517334,-0.051511239260435104,0.6025832891464233,0.6109450459480286,-0.04430073872208595,0.6476014256477356,0.5217410326004028,-0.06262116879224777,0.6117882132530212,0.6666147112846375,-0.07700994610786438,0.6265386939048767,0.6651806831359863,-0.07266189157962799,0.6392635107040405,0.6261724233627319,-0.0671258270740509",Fist
"0.597649097442627,0.6843588948249817,-3.4014513516922307e-07,0.5712426900863647,0.5809780359268188,-0.002176858251914382,0.5078147649765015,0.49484050273895264,-0.011445489712059498,0.44452986121177673,0.4655076861381531,-0.020188262686133385,0.4074052572250366,0.48013389110565186,-0.026770420372486115,0.48564478754997253,0.43275707960128784,-0.031068691983819008,0.39328157901763916,0.5121155381202698,-0.05841907486319542,0.42079102993011475,0.5471075773239136,-0.06697284430265427,0.4486519992351532,0.5302598476409912,-0.06902675330638885,0.49140018224716187,0.5028935670852661,-0.04140171781182289,0.39824995398521423,0.5998712182044983,-0.06471629440784454,0.4295285642147064,0.6186442375183105,-0.05899892374873161,0.455484002828598,0.5953757166862488,-0.053508538752794266,0.49475613236427307,0.590236485004425,-0.05238747224211693,0.4149729013442993,0.6778436899185181,-0.07233273983001709,0.44528016448020935,0.6913933753967285,-0.05562165752053261,0.47063928842544556,0.6664791703224182,-0.04245812073349953,0.49833887815475464,0.6845444440841675,-0.06335906684398651,0.43289291858673096,0.7436801791191101,-0.07789549976587296,0.4590977728366852,0.7487398386001587,-0.06821916997432709,0.48387736082077026,0.7263807058334351,-0.05803979933261871",Fist
